s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SD.000","SD.001","SD.002","SD.003","SD.004","SD.005","SD.006","SD.007","SD.008","SD.009","SD.010","SD.011","SD.012","SD.013","TD.000","TD.001","TD.002","TD.003","TD.004","TD.005","TD.006","TD.007","TD.008","TD.009","TD.010","TD.011","TD.012","TD.013","TD.014"
 3.4200498E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6039851E+001, 3.1653023E+000, 3.0000000E+001, 2.0019168E+001, 1.6133258E+001, 1.0660475E+001, 1.4375089E+001, 2.5618304E+001, 1.7005837E+001, 2.0000000E+001, 1.1892339E+002, 2.7123890E+001, 2.7108928E+001, 2.8626009E+001, 2.6100483E+001, 2.6527968E+001, 2.3420664E+001, 2.1150658E+001, 2.1029193E+001, 2.1117984E+001, 2.1293134E+001, 2.1201169E+001, 2.2639367E+001, 2.4731023E+001
 3.4261133E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6393480E+001, 3.1770726E+000, 3.0000000E+001, 1.9875131E+001, 1.6430917E+001, 1.0595090E+001, 1.3934382E+001, 2.5573295E+001, 1.6884455E+001, 2.0000000E+001, 1.1156333E+002, 2.7224212E+001, 2.7153506E+001, 2.8626586E+001, 2.6151203E+001, 2.6543024E+001, 2.3364150E+001, 2.1151501E+001, 2.1030642E+001, 2.1110991E+001, 2.1293775E+001, 2.1200106E+001, 2.2673274E+001, 2.4697336E+001
 3.4321768E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7007582E+001, 3.0969723E+000, 3.0000000E+001, 1.9810543E+001, 1.6656902E+001, 1.0583540E+001, 1.3771042E+001, 2.5482032E+001, 1.6763914E+001, 2.0000000E+001, 1.1493187E+002, 2.7320445E+001, 2.7048827E+001, 2.8659767E+001, 2.6176683E+001, 2.6487933E+001, 2.3374061E+001, 2.1151387E+001, 2.1033260E+001, 2.1106024E+001, 2.1294353E+001, 2.1199784E+001, 2.2707773E+001, 2.4660968E+001
 3.4383540E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5789635E+001, 3.0304847E+000, 3.0000000E+001, 1.9596122E+001, 1.6651263E+001, 1.0617154E+001, 1.3869573E+001, 2.5378694E+001, 1.6684017E+001, 2.0000000E+001, 1.1900532E+002, 2.7340811E+001, 2.6880928E+001, 2.8637274E+001, 2.6185417E+001, 2.6393574E+001, 2.3608514E+001, 2.1150759E+001, 2.1036716E+001, 2.1103113E+001, 2.1294886E+001, 2.1201176E+001, 2.2736212E+001, 2.4624508E+001
 3.4442803E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4035017E+001, 3.0018413E+000, 3.0000000E+001, 1.9298915E+001, 1.6439961E+001, 1.0678108E+001, 1.3988781E+001, 2.5315849E+001, 1.6685099E+001, 2.0000000E+001, 1.2565606E+002, 2.7390956E+001, 2.6780231E+001, 2.8548574E+001, 2.6182866E+001, 2.6551002E+001, 2.3737395E+001, 2.1149755E+001, 2.1040221E+001, 2.1101502E+001, 2.1295093E+001, 2.1203863E+001, 2.2767153E+001, 2.4606862E+001
 3.4503550E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4060546E+001, 2.9709867E+000, 3.0000000E+001, 1.8890823E+001, 1.5921700E+001, 1.0748619E+001, 1.4021446E+001, 2.5259818E+001, 1.6736768E+001, 2.0000000E+001, 1.2637135E+002, 2.7485822E+001, 2.6798853E+001, 2.8391374E+001, 2.6171469E+001, 2.7026510E+001, 2.3502291E+001, 2.1149137E+001, 2.1044194E+001, 2.1100422E+001, 2.1295272E+001, 2.1207334E+001, 2.2819725E+001, 2.4645301E+001
 3.4563570E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5947357E+001, 2.9617671E+000, 3.0000000E+001, 1.8264937E+001, 1.5457376E+001, 1.0815687E+001, 1.3992805E+001, 2.5169681E+001, 1.6776024E+001, 2.0000000E+001, 1.2954835E+002, 2.7596041E+001, 2.6907642E+001, 2.8189562E+001, 2.6157104E+001, 2.7044233E+001, 2.3249147E+001, 2.1150297E+001, 2.1048754E+001, 2.1099537E+001, 2.1295341E+001, 2.1211087E+001, 2.2894061E+001, 2.4738540E+001
 3.4623590E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7076122E+001, 3.0210802E+000, 3.0000000E+001, 1.7761649E+001, 1.5320685E+001, 1.0898749E+001, 1.3907816E+001, 2.5042839E+001, 1.6786538E+001, 2.0000000E+001, 1.1836918E+002, 2.7676432E+001, 2.7058985E+001, 2.7970681E+001, 2.6152055E+001, 2.6852552E+001, 2.3017292E+001, 2.1153422E+001, 2.1054153E+001, 2.1099008E+001, 2.1295266E+001, 2.1214740E+001, 2.2980774E+001, 2.4845858E+001
 3.4681942E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.8326008E+001, 3.0781176E+000, 3.0000000E+001, 1.7521454E+001, 1.5322858E+001, 1.1009423E+001, 1.3836816E+001, 2.4929552E+001, 1.6652617E+001, 2.0000000E+001, 1.1535540E+002, 2.7714753E+001, 2.7206369E+001, 2.7701801E+001, 2.6162578E+001, 2.7200876E+001, 2.3060748E+001, 2.1158605E+001, 2.1059984E+001, 2.1099327E+001, 2.1295035E+001, 2.1217457E+001, 2.3058990E+001, 2.4872900E+001
 3.4741444E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6308029E+001, 3.0511088E+000, 3.0000000E+001, 1.7574076E+001, 1.5327283E+001, 1.1151452E+001, 1.3812808E+001, 2.4947439E+001, 1.6487213E+001, 2.0000000E+001, 1.2184654E+002, 2.7667703E+001, 2.7267478E+001, 2.7398267E+001, 2.6179033E+001, 2.7479628E+001, 2.3532782E+001, 2.1164373E+001, 2.1064850E+001, 2.1100255E+001, 2.1294630E+001, 2.1218847E+001, 2.3110417E+001, 2.4802165E+001
 3.4800193E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3677074E+001, 3.0072196E+000, 3.0000000E+001, 1.7991042E+001, 1.5208917E+001, 1.1294534E+001, 1.3816596E+001, 2.5193835E+001, 1.6400875E+001, 2.0000000E+001, 1.2551049E+002, 2.7533086E+001, 2.7299884E+001, 2.7131507E+001, 2.6196837E+001, 2.7332769E+001, 2.3798000E+001, 2.1169978E+001, 2.1067805E+001, 2.1101476E+001, 2.1294155E+001, 2.1219430E+001, 2.3125925E+001, 2.4734918E+001
 3.4863288E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.2918116E+001, 2.9526786E+000, 3.0000000E+001, 1.8657704E+001, 1.4948461E+001, 1.1617155E+001, 1.3813049E+001, 2.5735422E+001, 1.6291445E+001, 2.0000000E+001, 1.2952943E+002, 2.7275284E+001, 2.7370390E+001, 2.6917844E+001, 2.6213427E+001, 2.6838097E+001, 2.3782364E+001, 2.1175153E+001, 2.1068606E+001, 2.1102899E+001, 2.1293674E+001, 2.1219976E+001, 2.3098686E+001, 2.4643183E+001
 3.4921076E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3056189E+001, 2.9567785E+000, 3.0000000E+001, 1.9120977E+001, 1.4671318E+001, 1.2025929E+001, 1.3792123E+001, 2.6584143E+001, 1.6135971E+001, 2.0000000E+001, 1.2014664E+002, 2.7016672E+001, 2.7470380E+001, 2.6886555E+001, 2.6219184E+001, 2.6619695E+001, 2.3711309E+001, 2.1178934E+001, 2.1068283E+001, 2.1104274E+001, 2.1293326E+001, 2.1220560E+001, 2.3028107E+001, 2.4508334E+001
 3.4982717E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3286581E+001, 2.9991604E+000, 3.0000000E+001, 1.8844802E+001, 1.4566039E+001, 1.2317993E+001, 1.3759260E+001, 2.7810663E+001, 1.5991880E+001, 2.0000000E+001, 1.1663209E+002, 2.6971601E+001, 2.7546239E+001, 2.6951549E+001, 2.6223558E+001, 2.6702295E+001, 2.3711299E+001, 2.1180173E+001, 2.1065148E+001, 2.1104936E+001, 2.1292866E+001, 2.1220102E+001, 2.2921373E+001, 2.4363444E+001
 3.5040505E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3112846E+001, 2.9923358E+000, 3.0000000E+001, 1.8119056E+001, 1.4587282E+001, 1.2745730E+001, 1.3674785E+001, 2.9445997E+001, 1.5958575E+001, 2.0000000E+001, 1.2314539E+002, 2.7159848E+001, 2.7514449E+001, 2.6960535E+001, 2.6227609E+001, 2.6708884E+001, 2.3752246E+001, 2.1179086E+001, 2.1057472E+001, 2.1105226E+001, 2.1292468E+001, 2.1219040E+001, 2.2795966E+001, 2.4247910E+001
 3.5102146E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.2616316E+001, 2.9244155E+000, 3.0000000E+001, 1.7742759E+001, 1.4694816E+001, 1.3314413E+001, 1.3329090E+001, 3.0000000E+001, 1.6138763E+001, 2.0000000E+001, 1.2906076E+002, 2.7377169E+001, 2.7354998E+001, 2.6506982E+001, 2.6318280E+001, 2.6550586E+001, 2.3856555E+001, 2.1177098E+001, 2.1044385E+001, 2.1105448E+001, 2.1292135E+001, 2.1217866E+001, 2.2689730E+001, 2.4279506E+001
 3.5162239E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.1773542E+001, 2.9820380E+000, 3.0000000E+001, 1.7612033E+001, 1.4821920E+001, 1.3838184E+001, 1.2591821E+001, 3.0000000E+001, 1.6522436E+001, 2.0000000E+001, 1.2811292E+002, 2.7434971E+001, 2.7178297E+001, 2.6011541E+001, 2.6423291E+001, 2.6498862E+001, 2.4108256E+001, 2.1174517E+001, 2.1031335E+001, 2.1106110E+001, 2.1291844E+001, 2.1216966E+001, 2.2615840E+001, 2.4510477E+001
 3.5220225E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.1338642E+001, 3.0733135E+000, 3.0000000E+001, 1.7459795E+001, 1.4866636E+001, 1.3859324E+001, 1.2363456E+001, 3.0000000E+001, 1.6759393E+001, 2.0000000E+001, 1.2228776E+002, 2.7440310E+001, 2.7080431E+001, 2.5947350E+001, 2.6415632E+001, 2.6556954E+001, 2.4154012E+001, 2.1170612E+001, 2.1022628E+001, 2.1108071E+001, 2.1291771E+001, 2.1216604E+001, 2.2588775E+001, 2.4847728E+001
 3.5281025E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3378366E+001, 3.0636446E+000, 3.0000000E+001, 1.7254560E+001, 1.4912590E+001, 1.4044932E+001, 1.2683848E+001, 3.0000000E+001, 1.6716549E+001, 2.0000000E+001, 1.2183594E+002, 2.7565500E+001, 2.7080882E+001, 2.5928966E+001, 2.6340417E+001, 2.6746359E+001, 2.3705358E+001, 2.1165478E+001, 2.1016516E+001, 2.1111207E+001, 2.1291719E+001, 2.1216614E+001, 2.2607496E+001, 2.5188314E+001
 3.5341096E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5999386E+001, 2.9782788E+000, 3.0000000E+001, 1.7265669E+001, 1.5099833E+001, 1.4804643E+001, 1.2973024E+001, 3.0000000E+001, 1.5874774E+001, 2.0000000E+001, 1.2498825E+002, 2.7691342E+001, 2.7118393E+001, 2.5735186E+001, 2.6311864E+001, 2.6771713E+001, 2.3419831E+001, 2.1159079E+001, 2.1010810E+001, 2.1115410E+001, 2.1291447E+001, 2.1216899E+001, 2.2661545E+001, 2.5375654E+001
 3.5401168E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.5281086E+001, 2.9796795E+000, 3.0000000E+001, 1.7531363E+001, 1.5248476E+001, 1.4899530E+001, 1.2756804E+001, 3.0000000E+001, 1.4975311E+001, 2.0000000E+001, 1.2278677E+002, 2.7639259E+001, 2.7083622E+001, 2.5554659E+001, 2.6439348E+001, 2.6618334E+001, 2.3471048E+001, 2.1152746E+001, 2.1007778E+001, 2.1121515E+001, 2.1291239E+001, 2.1217603E+001, 2.2748196E+001, 2.5484100E+001
 3.5461239E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3613547E+001, 3.0106955E+000, 3.0000000E+001, 1.7914579E+001, 1.5173882E+001, 1.4723902E+001, 1.2408108E+001, 3.0000000E+001, 1.4345521E+001, 2.0000000E+001, 1.1809006E+002, 2.7502115E+001, 2.7024152E+001, 2.5556939E+001, 2.6661331E+001, 2.6564263E+001, 2.3604275E+001, 2.1147463E+001, 2.1008250E+001, 2.1128759E+001, 2.1291078E+001, 2.1218381E+001, 2.2869078E+001, 2.5613278E+001
 3.5521311E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.1885545E+001, 2.9836313E+000, 3.0000000E+001, 1.8206948E+001, 1.4713417E+001, 1.4440335E+001, 1.2186976E+001, 2.9728736E+001, 1.3989664E+001, 2.0000000E+001, 1.1952688E+002, 2.7331928E+001, 2.7053750E+001, 2.5741559E+001, 2.6686400E+001, 2.6687999E+001, 2.3877280E+001, 2.1142564E+001, 2.1013015E+001, 2.1134848E+001, 2.1290784E+001, 2.1218945E+001, 2.3007588E+001, 2.5719204E+001
 3.5580016E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0250430E+001, 2.9026390E+000, 3.0000000E+001, 1.8097229E+001, 1.4268836E+001, 1.3981398E+001, 1.2103347E+001, 2.7883345E+001, 1.3804929E+001, 2.0000000E+001, 1.2970613E+002, 2.7274994E+001, 2.7206398E+001, 2.6049791E+001, 2.6633919E+001, 2.6831547E+001, 2.4199890E+001, 2.1138973E+001, 2.1019992E+001, 2.1139723E+001, 2.1290664E+001, 2.1219166E+001, 2.3145992E+001, 2.5738417E+001
 3.5642917E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9436214E+001, 2.9186573E+000, 3.0000000E+001, 1.7655914E+001, 1.4079336E+001, 1.3542063E+001, 1.2151369E+001, 2.5677254E+001, 1.3587434E+001, 2.0000000E+001, 1.3106034E+002, 2.7418053E+001, 2.7516717E+001, 2.6345108E+001, 2.6566088E+001, 2.6916872E+001, 2.4206845E+001, 2.1137292E+001, 2.1027741E+001, 2.1143517E+001, 2.1290460E+001, 2.1218400E+001, 2.3256988E+001, 2.5690169E+001
 3.5701886E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9724727E+001, 2.9955667E+000, 3.0000000E+001, 1.7178551E+001, 1.3962623E+001, 1.3195699E+001, 1.2262818E+001, 2.3907178E+001, 1.3203480E+001, 2.0000000E+001, 1.2221435E+002, 2.7656281E+001, 2.7775640E+001, 2.6656972E+001, 2.6476420E+001, 2.6912639E+001, 2.4011278E+001, 2.1140707E+001, 2.1034865E+001, 2.1145522E+001, 2.1289983E+001, 2.1216474E+001, 2.3306858E+001, 2.5680528E+001
 3.5760856E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0569860E+001, 2.9523480E+000, 3.0000000E+001, 1.6724770E+001, 1.3847378E+001, 1.2852876E+001, 1.2424312E+001, 2.2763733E+001, 1.2742999E+001, 2.0000000E+001, 1.1308407E+002, 2.7881528E+001, 2.7965983E+001, 2.6983451E+001, 2.6381057E+001, 2.6898110E+001, 2.3896892E+001, 2.1149768E+001, 2.1039066E+001, 2.1146459E+001, 2.1289706E+001, 2.1213964E+001, 2.3299529E+001, 2.5790826E+001
 3.5823757E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0700768E+001, 3.0303601E+000, 3.0000000E+001, 1.6282955E+001, 1.3775911E+001, 1.2489518E+001, 1.2660397E+001, 2.2166457E+001, 1.2480934E+001, 2.0000000E+001, 1.1444191E+002, 2.8106703E+001, 2.8093409E+001, 2.7274197E+001, 2.6276179E+001, 2.6927706E+001, 2.3968657E+001, 2.1164919E+001, 2.1040951E+001, 2.1146446E+001, 2.1289125E+001, 2.1210684E+001, 2.3244043E+001, 2.5959222E+001
 3.5881618E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9801203E+001, 3.0214514E+000, 3.0000000E+001, 1.5982017E+001, 1.3865867E+001, 1.2219079E+001, 1.2959892E+001, 2.2041288E+001, 1.2438874E+001, 2.0000000E+001, 1.1890145E+002, 2.8272337E+001, 2.8166071E+001, 2.7479246E+001, 2.6171865E+001, 2.6930648E+001, 2.4108792E+001, 2.1185035E+001, 2.1041541E+001, 2.1145752E+001, 2.1288404E+001, 2.1207236E+001, 2.3161663E+001, 2.6042504E+001
 3.5942984E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9237350E+001, 2.8937377E+000, 3.0000000E+001, 1.5702465E+001, 1.4051638E+001, 1.2017133E+001, 1.3284694E+001, 2.2286196E+001, 1.2473915E+001, 2.0000000E+001, 1.3033774E+002, 2.8312632E+001, 2.8107908E+001, 2.7626066E+001, 2.6056477E+001, 2.6922153E+001, 2.4270511E+001, 2.1205990E+001, 2.1041595E+001, 2.1144809E+001, 2.1287693E+001, 2.1203346E+001, 2.3075370E+001, 2.6037617E+001
 3.6002545E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.8921521E+001, 2.8718371E+000, 3.0000000E+001, 1.5316073E+001, 1.4171963E+001, 1.1861019E+001, 1.3554418E+001, 2.2838107E+001, 1.2526487E+001, 2.0000000E+001, 1.3143380E+002, 2.8320652E+001, 2.7877236E+001, 2.7720824E+001, 2.5940260E+001, 2.6989959E+001, 2.4419723E+001, 2.1222349E+001, 2.1041995E+001, 2.1140686E+001, 2.1287035E+001, 2.1198678E+001, 2.2989579E+001, 2.6000103E+001
 3.6062848E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9024836E+001, 2.9114962E+000, 3.0000000E+001, 1.5018197E+001, 1.4206874E+001, 1.1745303E+001, 1.3664251E+001, 2.3678824E+001, 1.2599589E+001, 2.0000000E+001, 1.2415973E+002, 2.8475243E+001, 2.7573311E+001, 2.7802389E+001, 2.5875441E+001, 2.7056392E+001, 2.4474771E+001, 2.1232420E+001, 2.1042472E+001, 2.1130859E+001, 2.1286267E+001, 2.1193207E+001, 2.2912234E+001, 2.5945212E+001
 3.6122576E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9039982E+001, 2.9559240E+000, 3.0000000E+001, 1.4856169E+001, 1.3973594E+001, 1.1632239E+001, 1.3620065E+001, 2.4842478E+001, 1.2640117E+001, 2.0000000E+001, 1.1799063E+002, 2.8664902E+001, 2.7391998E+001, 2.7913847E+001, 2.5836462E+001, 2.7039262E+001, 2.4445272E+001, 2.1238115E+001, 2.1043127E+001, 2.1118662E+001, 2.1285534E+001, 2.1186684E+001, 2.2844412E+001, 2.5853466E+001
 3.6183046E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9091958E+001, 2.9996049E+000, 3.0000000E+001, 1.4775503E+001, 1.3637076E+001, 1.1508152E+001, 1.3560285E+001, 2.6279071E+001, 1.2539761E+001, 2.0000000E+001, 1.1767446E+002, 2.8764019E+001, 2.7331038E+001, 2.8040212E+001, 2.5886594E+001, 2.7053263E+001, 2.4215019E+001, 2.1240845E+001, 2.1044172E+001, 2.1106726E+001, 2.1285069E+001, 2.1179711E+001, 2.2783169E+001, 2.5728192E+001
 3.6243085E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9567696E+001, 3.0372959E+000, 3.0000000E+001, 1.4817395E+001, 1.3437014E+001, 1.1360466E+001, 1.2920222E+001, 2.7764938E+001, 1.2309354E+001, 2.0000000E+001, 1.1727862E+002, 2.8797538E+001, 2.7352369E+001, 2.8131627E+001, 2.6241920E+001, 2.7224664E+001, 2.3788272E+001, 2.1241150E+001, 2.1045577E+001, 2.1095093E+001, 2.1284501E+001, 2.1172075E+001, 2.2723201E+001, 2.5606990E+001
 3.6303124E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0956504E+001, 2.9795260E+000, 3.0000000E+001, 1.4891600E+001, 1.3244367E+001, 1.1197204E+001, 1.1567445E+001, 2.9063531E+001, 1.2163930E+001, 2.0000000E+001, 1.1901046E+002, 2.8819156E+001, 2.7460469E+001, 2.8189703E+001, 2.6354416E+001, 2.7341247E+001, 2.3524634E+001, 2.1238021E+001, 2.1046494E+001, 2.1085782E+001, 2.1283843E+001, 2.1164516E+001, 2.2667958E+001, 2.5508779E+001
 3.6363163E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.1948950E+001, 2.9477965E+000, 3.0000000E+001, 1.4838888E+001, 1.3001325E+001, 1.1038937E+001, 1.1419715E+001, 2.9936265E+001, 1.2257564E+001, 2.0000000E+001, 1.2468869E+002, 2.8806547E+001, 2.7611085E+001, 2.8225671E+001, 2.6226421E+001, 2.7119193E+001, 2.3429208E+001, 2.1231513E+001, 2.1047222E+001, 2.1080175E+001, 2.1283287E+001, 2.1156757E+001, 2.2624128E+001, 2.5440205E+001
 3.6422452E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3224908E+001, 2.9724513E+000, 3.0000000E+001, 1.4685458E+001, 1.2778793E+001, 1.0936773E+001, 1.1969654E+001, 3.0000000E+001, 1.2574890E+001, 2.0000000E+001, 1.2130649E+002, 2.8779687E+001, 2.7792051E+001, 2.8157744E+001, 2.6127675E+001, 2.6924530E+001, 2.3305806E+001, 2.1224916E+001, 2.1047188E+001, 2.1076856E+001, 2.1282558E+001, 2.1150254E+001, 2.2598829E+001, 2.5413969E+001
 3.6480240E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.4437445E+001, 2.9449737E+000, 3.0000000E+001, 1.4580095E+001, 1.2641001E+001, 1.1063873E+001, 1.2369081E+001, 3.0000000E+001, 1.2880691E+001, 2.0000000E+001, 1.2532263E+002, 2.8749796E+001, 2.7986899E+001, 2.7821139E+001, 2.6057297E+001, 2.6820868E+001, 2.3265464E+001, 2.1222545E+001, 2.1045752E+001, 2.1074930E+001, 2.1281872E+001, 2.1145821E+001, 2.2592773E+001, 2.5463065E+001
 3.6543258E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.3920329E+001, 2.9818375E+000, 3.0000000E+001, 1.4647980E+001, 1.2506140E+001, 1.1432305E+001, 1.2630115E+001, 3.0000000E+001, 1.3031206E+001, 2.0000000E+001, 1.2017116E+002, 2.8682389E+001, 2.8129139E+001, 2.7304653E+001, 2.6002727E+001, 2.6747767E+001, 2.3438099E+001, 2.1222372E+001, 2.1044480E+001, 2.1073828E+001, 2.1281223E+001, 2.1142975E+001, 2.2603340E+001, 2.5598912E+001
 3.6602149E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.1067920E+001, 2.8835061E+000, 3.0000000E+001, 1.4790016E+001, 1.2382753E+001, 1.1678825E+001, 1.2824322E+001, 3.0000000E+001, 1.2833531E+001, 2.0000000E+001, 1.1624363E+002, 2.8562796E+001, 2.8176988E+001, 2.6956443E+001, 2.5990264E+001, 2.6697495E+001, 2.3893511E+001, 2.1224863E+001, 2.1039810E+001, 2.1073467E+001, 2.1280737E+001, 2.1141463E+001, 2.2626271E+001, 2.5735263E+001
 3.6661386E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9455300E+001, 2.7809863E+000, 3.0000000E+001, 1.4890031E+001, 1.2358650E+001, 1.1753260E+001, 1.2958168E+001, 3.0000000E+001, 1.2247891E+001, 2.0000000E+001, 1.2218657E+002, 2.8444683E+001, 2.8166322E+001, 2.6800248E+001, 2.6022298E+001, 2.6700551E+001, 2.4028549E+001, 2.1232366E+001, 2.1030261E+001, 2.1073357E+001, 2.1280309E+001, 2.1139868E+001, 2.2652287E+001, 2.5805239E+001
 3.6722355E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 1.9411616E+001, 2.8236756E+000, 3.0000000E+001, 1.4763688E+001, 1.2426493E+001, 1.1784838E+001, 1.3048572E+001, 3.0000000E+001, 1.1838823E+001, 2.0000000E+001, 1.2923882E+002, 2.8357631E+001, 2.8159752E+001, 2.6706951E+001, 2.6058114E+001, 2.6735650E+001, 2.4013161E+001, 2.1247731E+001, 2.1016194E+001, 2.1073233E+001, 2.1279991E+001, 2.1138132E+001, 2.2677535E+001, 2.5834447E+001
 3.6783324E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.0241915E+001, 2.9777410E+000, 3.0000000E+001, 1.4467452E+001, 1.2608057E+001, 1.1797833E+001, 1.3101402E+001, 3.0000000E+001, 1.1668467E+001, 2.0000000E+001, 1.2282315E+002, 2.8309914E+001, 2.8057592E+001, 2.6696429E+001, 2.6092648E+001, 2.6783199E+001, 2.3828192E+001, 2.1269737E+001, 2.1002805E+001, 2.1072979E+001, 2.1279665E+001, 2.1136702E+001, 2.2704489E+001, 2.5840350E+001
 3.6840482E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.1491519E+001, 2.9902055E+000, 3.0000000E+001, 1.4235575E+001, 1.2890902E+001, 1.1731429E+001, 1.3131497E+001, 3.0000000E+001, 1.1595124E+001, 2.0000000E+001, 1.1263742E+002, 2.8342585E+001, 2.7802348E+001, 2.6746754E+001, 2.6126171E+001, 2.6861790E+001, 2.3656779E+001, 2.1290309E+001, 2.0992035E+001, 2.1073050E+001, 2.1279309E+001, 2.1135432E+001, 2.2732799E+001, 2.5825545E+001
